,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_shift,Tavg_shift,Heat_shift,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_shift,WetBulb_shift
7617,T235,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.776428,-87.627096,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7618,T235,CULEX PIPIENS/RESTUANS,11,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.776428,-87.627096,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7619,T235,CULEX RESTUANS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.776428,-87.627096,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7620,T236,CULEX PIPIENS,31,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.994679,-87.770899,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7621,T236,CULEX PIPIENS/RESTUANS,54,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.994679,-87.770899,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7622,T236,CULEX RESTUANS,16,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.994679,-87.770899,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7623,T900,CULEX PIPIENS/RESTUANS,984,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.974689,-87.890615,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7624,T903,CULEX PIPIENS/RESTUANS,44,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,445,0.0,-2,53.45788043478261,62.0,6.5, ,0.0,29.26,41.957799,-87.930995,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7625,T002,CULEX PIPIENS,56,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.95469,-87.800991,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7626,T002,CULEX PIPIENS/RESTUANS,127,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.95469,-87.800991,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7627,T002,CULEX RESTUANS,13,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.95469,-87.800991,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7628,T003,CULEX PIPIENS/RESTUANS,28,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.964242,-87.757639,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7629,T008,CULEX PIPIENS,61,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7630,T008,CULEX PIPIENS/RESTUANS,83,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7631,T008,CULEX RESTUANS,21,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7632,T009,CULEX PIPIENS,38,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.98196400000001,-87.812827,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7633,T009,CULEX PIPIENS,38,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.99247800000001,-87.862995,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7634,T009,CULEX PIPIENS/RESTUANS,70,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.98196400000001,-87.812827,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7635,T009,CULEX PIPIENS/RESTUANS,70,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.99247800000001,-87.862995,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7636,T011,CULEX PIPIENS/RESTUANS,17,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.944869,-87.832763,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7637,T012,CULEX PIPIENS,23,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.991429,-87.747113,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7638,T012,CULEX PIPIENS/RESTUANS,33,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.991429,-87.747113,8,51960.0,71.5,0.0,6.5,81.5,61.0,-2.0,6.899999999999997,29.5,62.0
7639,T013,CULEX PIPIENS,45,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.923738,-87.785288,8,51960.0,72.0,0.0,8.0,80.5,63.0,-1.6666666666666667,6.899999999999997,29.5,62.0
7640,T013,CULEX PIPIENS/RESTUANS,79,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.923738,-87.785288,8,51960.0,72.5,0.0,8.0,79.5,65.0,-1.3333333333333333,6.899999999999997,29.5,62.0
7641,T013,CULEX RESTUANS,17,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.923738,-87.785288,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,6.899999999999997,29.5,62.0
7642,T017,CULEX PIPIENS/RESTUANS,16,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.960615999999995,-87.777189,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,6.899999999999997,29.5,62.0
7643,T018,CULEX PIPIENS/RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,42.010412,-87.66214000000002,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,6.899999999999997,29.5,62.0
7644,T027,CULEX PIPIENS,16,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.98480900000001,-87.728492,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,6.899999999999997,29.5,62.0
7645,T027,CULEX PIPIENS/RESTUANS,45,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.98480900000001,-87.728492,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,6.899999999999997,29.5,62.0
7646,T028,CULEX PIPIENS,37,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.986921,-87.689778,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999995,5.0,62.0
7647,T028,CULEX PIPIENS/RESTUANS,18,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.986921,-87.689778,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7648,T030,CULEX PIPIENS,27,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.899229999999996,-87.716788,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7649,T030,CULEX PIPIENS/RESTUANS,50,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.899229999999996,-87.716788,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7650,T030,CULEX RESTUANS,6,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.899229999999996,-87.716788,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7651,T031,CULEX PIPIENS/RESTUANS,3,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.801497999999995,-87.763416,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7652,T031,CULEX RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.801497999999995,-87.763416,8,51960.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7653,T033,CULEX PIPIENS/RESTUANS,24,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.906638,-87.701431,8,51660.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7654,T033,CULEX RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.906638,-87.701431,8,51360.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7655,T035,CULEX PIPIENS,7,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.836644,-87.677737,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7656,T035,CULEX PIPIENS,7,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.763733,-87.742302,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7657,T039,CULEX PIPIENS/RESTUANS,24,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.911823999999996,-87.726737,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7658,T039,CULEX RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.911823999999996,-87.726737,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7659,T043,CULEX PIPIENS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.857402,-87.694991,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7660,T043,CULEX PIPIENS/RESTUANS,8,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.857402,-87.694991,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7661,T046,CULEX PIPIENS/RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.891118,-87.65449100000002,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7662,T046,CULEX RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.891118,-87.65449100000002,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7663,T047,CULEX PIPIENS/RESTUANS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.868142,-87.696269,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7664,T047,CULEX RESTUANS,8,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.868142,-87.696269,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7665,T048,CULEX PIPIENS,3,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.867108,-87.654224,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7666,T048,CULEX PIPIENS/RESTUANS,19,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.867108,-87.654224,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7667,T048,CULEX RESTUANS,25,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.867108,-87.654224,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7668,T049,CULEX PIPIENS/RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.896282,-87.655232,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7669,T049,CULEX RESTUANS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.896282,-87.655232,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7670,T054,CULEX RESTUANS,4,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.921965,-87.632085,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7671,T054C,CULEX PIPIENS/RESTUANS,47,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.925652,-87.63359,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7672,T061,CULEX PIPIENS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.801179,-87.679447,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7673,T061,CULEX PIPIENS/RESTUANS,48,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.801179,-87.679447,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7674,T061,CULEX RESTUANS,24,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.801179,-87.679447,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7675,T062,CULEX PIPIENS/RESTUANS,21,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.800737,-87.71188000000002,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7676,T062,CULEX RESTUANS,13,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.800737,-87.71188000000002,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7677,T063,CULEX PIPIENS/RESTUANS,4,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.82561,-87.726549,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7678,T063,CULEX RESTUANS,3,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.82561,-87.726549,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7679,T065,CULEX PIPIENS,1,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.778296999999995,-87.752411,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7680,T065,CULEX PIPIENS/RESTUANS,11,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.778296999999995,-87.752411,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7681,T065,CULEX RESTUANS,5,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.778296999999995,-87.752411,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7682,T066,CULEX PIPIENS/RESTUANS,127,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.77166,-87.703047,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7683,T066,CULEX RESTUANS,27,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.77166,-87.703047,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7684,T069,CULEX PIPIENS,6,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.768388,-87.678649,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7685,T069,CULEX PIPIENS/RESTUANS,17,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.768388,-87.678649,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7686,T069,CULEX RESTUANS,3,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.768388,-87.678649,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7687,T073,CULEX PIPIENS/RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.773215,-87.60088,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7688,T073,CULEX RESTUANS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.773215,-87.60088,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7689,T074,CULEX PIPIENS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.822536,-87.66634300000004,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7690,T074,CULEX PIPIENS/RESTUANS,17,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.822536,-87.66634300000004,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7691,T074,CULEX RESTUANS,5,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.822536,-87.66634300000004,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7692,T077,CULEX RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.778748,-87.586427,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7693,T079,CULEX PIPIENS/RESTUANS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.766202,-87.562889,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7694,T079,CULEX RESTUANS,2,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.766202,-87.562889,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7695,T080,CULEX PIPIENS,5,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.754676,-87.612922,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7696,T080,CULEX PIPIENS/RESTUANS,24,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.754676,-87.612922,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7697,T080,CULEX RESTUANS,6,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.754676,-87.612922,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7698,T082,CULEX PIPIENS,2,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.803422999999995,-87.642984,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7699,T082,CULEX PIPIENS/RESTUANS,18,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.803422999999995,-87.642984,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7700,T082,CULEX RESTUANS,5,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.803422999999995,-87.642984,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7701,T083,CULEX PIPIENS/RESTUANS,45,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.754292,-87.590773,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7702,T083,CULEX RESTUANS,4,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.754292,-87.590773,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7703,T089,CULEX PIPIENS/RESTUANS,4,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.723195000000004,-87.64997,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7704,T089,CULEX RESTUANS,4,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.723195000000004,-87.64997,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7705,T090,CULEX PIPIENS,4,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.868077,-87.666901,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7706,T090,CULEX PIPIENS/RESTUANS,21,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.868077,-87.666901,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7707,T090,CULEX RESTUANS,3,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.868077,-87.666901,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
7708,T094,CULEX PIPIENS,5,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,452,0.0,-1,53.45788043478261,62.0,8.0, ,0.0,29.295,41.720848,-87.666014,8,51060.0,73.0,0.0,8.0,78.5,67.0,-1.0,9.549999999999994,5.0,62.0
