,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Heat,Depart,DewPoint,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp
7560,T145,CULEX RESTUANS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.878114000000004,-87.629798,8,50639.127099590005,71.5,1.1313979632323767,6.5,81.5,61.0,-2.0,6.899999999999997,17.854516598333554,0.16532270863642484
7561,T147,CULEX PIPIENS,27,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.932094,-87.700117,8,50639.301772017985,71.5,1.1312483469981487,6.5,81.5,61.0,-2.0,6.899999999999997,17.85605659878339,0.165300846336949
7562,T147,CULEX PIPIENS/RESTUANS,24,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.932094,-87.700117,8,50639.47639825466,71.5,1.1310987703292343,6.5,81.5,61.0,-2.0,6.899999999999997,17.857596191987305,0.16527898981885605
7563,T147,CULEX RESTUANS,10,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.932094,-87.700117,8,50639.65097831835,71.5,1.1309492332099418,6.5,81.5,61.0,-2.0,6.899999999999997,17.85913537810682,0.16525713907985304
7564,T151,CULEX PIPIENS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.916265,-87.800515,8,50639.82551222736,71.5,1.130799735624587,6.5,81.5,61.0,-2.0,6.899999999999997,17.86067415730337,0.16523529411764815
7565,T151,CULEX PIPIENS/RESTUANS,63,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.916265,-87.800515,8,50640.0,71.5,1.130650277557494,6.5,81.5,61.0,-2.0,6.899999999999997,17.862212529738304,0.16521345492995088
7566,T151,CULEX RESTUANS,23,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.916265,-87.800515,8,50640.174441654555,71.5,1.130500858992996,6.5,81.5,61.0,-2.0,6.899999999999997,17.863750495572884,0.16519162151447184
7567,T152,CULEX PIPIENS/RESTUANS,61,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.846075,-87.716277,8,50640.348837209305,71.5,1.1303514799154335,6.5,81.5,61.0,-2.0,6.899999999999997,17.86528805496829,0.16516979386892286
7568,T155,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776156,-87.778927,8,50640.52318668252,71.5,1.1302021403091558,6.5,81.5,61.0,-2.0,6.899999999999997,17.86682520808561,0.16514797199101708
7569,T155,CULEX PIPIENS/RESTUANS,3,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776156,-87.778927,8,50640.69749009247,71.5,1.1300528401585204,6.5,81.5,61.0,-2.0,6.899999999999997,17.868361955085867,0.16512615587846874
7570,T155,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776156,-87.778927,8,50640.8717474574,71.5,1.1299035794478933,6.5,81.5,61.0,-2.0,6.899999999999997,17.86989829612997,0.1651043455289933
7571,T158,CULEX PIPIENS,25,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.682587,-87.707973,8,50641.04595879556,71.5,1.1297543581616483,6.5,81.5,61.0,-2.0,6.899999999999997,17.871434231378764,0.1650825409403075
7572,T158,CULEX PIPIENS/RESTUANS,92,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.682587,-87.707973,8,50641.22012412518,71.5,1.1296051762841675,6.5,81.5,61.0,-2.0,6.899999999999997,17.872969760993,0.1650607421101292
7573,T158,CULEX RESTUANS,16,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.682587,-87.707973,8,50641.394243464485,71.5,1.1294560337998416,6.5,81.5,61.0,-2.0,6.899999999999997,17.87450488513335,0.1650389490361775
7574,T159,CULEX PIPIENS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.732984,-87.649642,8,50641.56831683168,71.5,1.1293069306930692,6.5,81.5,61.0,-2.0,6.899999999999997,17.876039603960397,0.1650171617161727
7575,T159,CULEX PIPIENS/RESTUANS,16,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.732984,-87.649642,8,50641.74234424499,71.5,1.1291578669482576,6.5,81.5,61.0,-2.0,6.899999999999997,17.877573917634635,0.16499538014783635
7576,T159,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.732984,-87.649642,8,50641.91632572258,71.5,1.129008842549822,6.5,81.5,61.0,-2.0,6.899999999999997,17.879107826316485,0.16497360432889116
7577,T209,CULEX PIPIENS,4,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.740641,-87.546587,8,50642.09026128266,71.5,1.1288598574821853,6.5,81.5,61.0,-2.0,6.899999999999997,17.88064133016627,0.164951834257061
7578,T209,CULEX PIPIENS/RESTUANS,24,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.740641,-87.546587,8,50642.264150943396,71.5,1.1287109117297796,6.5,81.5,61.0,-2.0,6.899999999999997,17.88217442934424,0.16493006993007103
7579,T209,CULEX RESTUANS,6,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.740641,-87.546587,8,50642.43799472295,71.5,1.1285620052770449,6.5,81.5,61.0,-2.0,6.899999999999997,17.883707124010556,0.16490831134564754
7580,T212,CULEX PIPIENS,4,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.680946,-87.535198,8,50642.611792639495,71.5,1.128413138108429,6.5,81.5,61.0,-2.0,6.899999999999997,17.885239414325287,0.16488655850151804
7581,T212,CULEX RESTUANS,9,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.680946,-87.535198,8,50642.78554471116,71.5,1.1282643102083882,6.5,81.5,61.0,-2.0,6.899999999999997,17.88677130044843,0.1648648113954113
7582,T220,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.963976,-87.69181,8,50642.95925095608,71.5,1.1281155215613874,6.5,81.5,61.0,-2.0,6.899999999999997,17.888302782539892,0.16484307002505713
7583,T221,CULEX PIPIENS,31,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.659112,-87.53869300000002,8,50643.13291139241,71.5,1.1279667721518987,6.5,81.5,61.0,-2.0,6.899999999999997,17.889833860759495,0.16482133438818675
7584,T221,CULEX PIPIENS/RESTUANS,48,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.659112,-87.53869300000002,8,50643.306526038235,71.5,1.1278180619644034,6.5,81.5,61.0,-2.0,6.899999999999997,17.891364535266973,0.16479960448253242
7585,T221,CULEX RESTUANS,5,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.659112,-87.53869300000002,8,50643.480094911676,71.5,1.1276693909833904,6.5,81.5,61.0,-2.0,6.899999999999997,17.89289480622199,0.16477788030582763
7586,T221,CULEX SALINARIUS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.659112,-87.53869300000002,8,50643.65361803084,71.5,1.1275207591933571,6.5,81.5,61.0,-2.0,6.899999999999997,17.894424673784105,0.16475616185580708
7587,T222,CULEX PIPIENS/RESTUANS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.925197999999995,-87.746381,8,50643.82709541381,71.5,1.1273721665788086,6.5,81.5,61.0,-2.0,6.899999999999997,17.89595413811281,0.16473444913020668
7588,T222,CULEX RESTUANS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.925197999999995,-87.746381,8,50644.000527078664,71.5,1.1272236131242588,6.5,81.5,61.0,-2.0,6.899999999999997,17.897483199367507,0.1647127421267635
7589,T223,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.973845000000004,-87.805059,8,50644.17391304348,71.5,1.1270750988142293,6.5,81.5,61.0,-2.0,6.899999999999997,17.89901185770751,0.16469104084321584
7590,T223,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.973845000000004,-87.805059,8,50644.347253326305,71.5,1.1269266236332498,6.5,81.5,61.0,-2.0,6.899999999999997,17.900540113292056,0.16466934527730315
7591,T224,CULEX PIPIENS,12,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.94722700000001,-87.67145699999998,8,50644.520547945205,71.5,1.126778187565859,6.5,81.5,61.0,-2.0,6.899999999999997,17.902067966280296,0.1646476554267661
7592,T224,CULEX PIPIENS/RESTUANS,12,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.94722700000001,-87.67145699999998,8,50644.69379691821,71.5,1.126629790596602,6.5,81.5,61.0,-2.0,6.899999999999997,17.90359541683129,0.16462597128934653
7593,T224,CULEX RESTUANS,5,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.94722700000001,-87.67145699999998,8,50644.867000263366,71.5,1.1264814327100343,6.5,81.5,61.0,-2.0,6.899999999999997,17.90512246510403,0.1646042928627875
7594,T225,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.743402,-87.731435,8,50645.04015799869,71.5,1.1263331138907176,6.5,81.5,61.0,-2.0,6.899999999999997,17.906649111257405,0.1645826201448332
7595,T225,CULEX PIPIENS/RESTUANS,20,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.743402,-87.731435,8,50645.21327014218,71.5,1.1261848341232228,6.5,81.5,61.0,-2.0,6.899999999999997,17.908175355450236,0.1645609531332291
7596,T225,CULEX RESTUANS,7,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.743402,-87.731435,8,50645.38633671186,71.5,1.1260365933921286,6.5,81.5,61.0,-2.0,6.899999999999997,17.909701197841255,0.16453929182572177
7597,T226,CULEX PIPIENS,3,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.793818,-87.654234,8,50645.55935772572,71.5,1.1258883916820215,6.5,81.5,61.0,-2.0,6.899999999999997,17.911226638589103,0.164517636220059
7598,T226,CULEX PIPIENS/RESTUANS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.793818,-87.654234,8,50645.73233320174,71.5,1.1257402289774971,6.5,81.5,61.0,-2.0,6.899999999999997,17.91275167785235,0.16449598631398976
7599,T226,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.793818,-87.654234,8,50645.905263157896,71.5,1.125592105263158,6.5,81.5,61.0,-2.0,6.899999999999997,17.914276315789472,0.16447434210526424
7600,T227,CULEX PIPIENS,4,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.728495,-87.60096300000002,8,50646.078147612156,71.5,1.1254440205236154,6.5,81.5,61.0,-2.0,6.899999999999997,17.915800552558874,0.16445270359163378
7601,T227,CULEX PIPIENS/RESTUANS,21,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.728495,-87.60096300000002,8,50646.250986582476,71.5,1.1252959747434885,6.5,81.5,61.0,-2.0,6.899999999999997,17.917324388318864,0.16443107077085087
7602,T227,CULEX RESTUANS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.728495,-87.60096300000002,8,50646.42378008681,71.5,1.125147967907405,6.5,81.5,61.0,-2.0,6.899999999999997,17.918847823227672,0.16440944364066926
7603,T228,CULEX PIPIENS,3,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.951865999999995,-87.72505699999998,8,50646.59652814308,71.5,1.125,6.5,81.5,61.0,-2.0,6.899999999999997,17.92037085744345,0.1643878221988438
7604,T228,CULEX PIPIENS/RESTUANS,38,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.951865999999995,-87.72505699999998,8,50646.769230769234,71.5,1.124852071005917,6.5,81.5,61.0,-2.0,6.899999999999997,17.921893491124262,0.1643662064431306
7605,T228,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.951865999999995,-87.72505699999998,8,50646.94188798317,71.5,1.124704180909808,6.5,81.5,61.0,-2.0,6.899999999999997,17.923415724428082,0.16434459637128693
7606,T228,CULEX TERRITANS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.951865999999995,-87.72505699999998,8,50647.11449980281,71.5,1.1245563296963323,6.5,81.5,61.0,-2.0,6.899999999999997,17.924937557512816,0.16432299198107117
7607,T230,CULEX PIPIENS/RESTUANS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.904194,-87.756155,8,50647.287066246055,71.5,1.1244085173501577,6.5,81.5,61.0,-2.0,6.899999999999997,17.92645899053628,0.16430139327024293
7608,T230,CULEX RESTUANS,3,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.904194,-87.756155,8,50647.45958733079,71.5,1.12426074385596,6.5,81.5,61.0,-2.0,6.899999999999997,17.927980023656197,0.16427980023656305
7609,T231,CULEX PIPIENS,17,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.98728,-87.666066,8,50647.6320630749,71.5,1.124113009198423,6.5,81.5,61.0,-2.0,6.899999999999997,17.929500657030225,0.16425821287779346
7610,T231,CULEX PIPIENS/RESTUANS,24,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.98728,-87.666066,8,50647.80449349625,71.5,1.123965313362239,6.5,81.5,61.0,-2.0,6.899999999999997,17.931020890815926,0.16423663119169732
7611,T231,CULEX RESTUANS,3,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.98728,-87.666066,8,50647.97687861272,71.5,1.1238176563321072,6.5,81.5,61.0,-2.0,6.899999999999997,17.93254072517078,0.16421505517603893
7612,T232,CULEX PIPIENS/RESTUANS,19,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.912563,-87.66805500000002,8,50648.14921844214,71.5,1.123670038092736,6.5,81.5,61.0,-2.0,6.899999999999997,17.9340601602522,0.16419348482858379
7613,T232,CULEX RESTUANS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.912563,-87.66805500000002,8,50648.32151300237,71.5,1.1235224586288417,6.5,81.5,61.0,-2.0,6.899999999999997,17.935579196217493,0.16417192014709855
7614,T233,CULEX PIPIENS,4,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,42.009876,-87.807277,8,50648.49376231123,71.5,1.1233749179251478,6.5,81.5,61.0,-2.0,6.899999999999997,17.937097833223902,0.16415036112935105
7615,T233,CULEX PIPIENS/RESTUANS,13,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,42.009876,-87.807277,8,50648.66596638656,71.5,1.1232274159663866,6.5,81.5,61.0,-2.0,6.899999999999997,17.938616071428573,0.16412880777311034
7616,T233,CULEX RESTUANS,2,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,42.009876,-87.807277,8,50648.83812524616,71.5,1.123079952737298,6.5,81.5,61.0,-2.0,6.899999999999997,17.94013391098858,0.16410726007614657
7617,T235,CULEX PIPIENS,1,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776428,-87.627096,8,50649.01023890785,71.5,1.1229325282226306,6.5,81.5,61.0,-2.0,6.899999999999997,17.94165135206091,0.16408571803623107
7618,T235,CULEX PIPIENS/RESTUANS,11,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776428,-87.627096,8,50649.18230738942,71.5,1.12278514240714,6.5,81.5,61.0,-2.0,6.899999999999997,17.943168394802466,0.1640641816511364
7619,T235,CULEX RESTUANS,7,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.776428,-87.627096,8,50649.35433070866,71.5,1.1226377952755906,6.5,81.5,61.0,-2.0,6.899999999999997,17.94468503937008,0.16404265091863626
7620,T236,CULEX PIPIENS,31,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.994679,-87.770899,8,50649.526308883345,71.5,1.1224904868127543,6.5,81.5,61.0,-2.0,6.899999999999997,17.946201285920484,0.1640211258365055
7621,T236,CULEX PIPIENS/RESTUANS,54,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.994679,-87.770899,8,50649.69824193125,71.5,1.122343217003411,6.5,81.5,61.0,-2.0,6.899999999999997,17.94771713461034,0.16399960640252012
7622,T236,CULEX RESTUANS,16,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.994679,-87.770899,8,50649.87012987013,71.5,1.1221959858323494,6.5,81.5,61.0,-2.0,6.899999999999997,17.94923258559622,0.16397809261445734
7623,T900,CULEX PIPIENS/RESTUANS,984,1,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.974689,-87.890615,8,50650.041972717736,71.5,1.1220487932843652,6.5,81.5,61.0,-2.0,6.899999999999997,17.950747639034628,0.16395658447009553
7624,T903,CULEX PIPIENS/RESTUANS,44,0,51960,81.5,61.0,71.5,6.9,29.5,7.4499999999999975,1911,0.0,-2,53.45788043478261,6.5, ,0.0,29.26,41.957799,-87.930995,8,50650.213770491806,71.5,1.1219016393442622,6.5,81.5,61.0,-2.0,6.899999999999997,17.95226229508197,0.1639350819672142
7625,T002,CULEX PIPIENS,56,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.95469,-87.800991,8,50650.26750590087,71.5,1.121754523996853,6.5,81.5,61.0,-2.0,6.899999999999997,17.950563860477313,0.16391358510359405
7626,T002,CULEX PIPIENS/RESTUANS,127,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.95469,-87.800991,8,50650.32122721909,71.5,1.1216074472269568,6.5,81.5,61.0,-2.0,6.899999999999997,17.948865871246888,0.16389209387701695
7627,T002,CULEX RESTUANS,13,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.95469,-87.800991,8,50650.37493445202,71.5,1.1214604090194022,6.5,81.5,61.0,-2.0,6.899999999999997,17.947168327215522,0.1638706082852659
7628,T003,CULEX PIPIENS/RESTUANS,28,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.964242,-87.757639,8,50650.42862760519,71.5,1.1213134093590247,6.5,81.5,61.0,-2.0,6.899999999999997,17.945471228208152,0.16384912832612508
7629,T008,CULEX PIPIENS,61,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,50650.48230668414,71.5,1.1211664482306685,6.5,81.5,61.0,-2.0,6.899999999999997,17.943774574049804,0.16382765399737986
7630,T008,CULEX PIPIENS/RESTUANS,83,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,50650.53597169441,71.5,1.1210195256191848,6.5,81.5,61.0,-2.0,6.899999999999997,17.94207836456559,0.1638061852968167
7631,T008,CULEX RESTUANS,21,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,42.008314,-87.77792099999998,8,50650.589622641506,71.5,1.1208726415094339,6.5,81.5,61.0,-2.0,6.899999999999997,17.940382599580712,0.16378472222222332
7632,T009,CULEX PIPIENS,38,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.98196400000001,-87.812827,8,50650.64325953098,73.0,1.1207257958862833,8.0,78.5,61.0,-1.0,6.899999999999997,17.938687278920476,0.16376326477138847
7633,T009,CULEX PIPIENS,38,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.99247800000001,-87.862995,8,50650.69688236835,73.0,1.1205789887346083,8.0,78.5,61.0,-1.0,6.899999999999997,17.93699240241027,0.16374181294210222
7634,T009,CULEX PIPIENS/RESTUANS,70,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.98196400000001,-87.812827,8,50650.75049115914,73.0,1.1204322200392927,8.0,78.5,61.0,-1.0,6.899999999999997,17.935297969875574,0.16372036673215565
7635,T009,CULEX PIPIENS/RESTUANS,70,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.99247800000001,-87.862995,8,50650.80408590885,73.0,1.120285489785228,8.0,78.5,67.0,-1.0,6.899999999999997,17.93360398114196,0.16369892613934106
7636,T011,CULEX PIPIENS/RESTUANS,17,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.944869,-87.832763,8,50650.85766662302,73.0,1.120138797957313,8.0,78.5,67.0,-1.0,6.899999999999997,17.931910436035093,0.16367749116145192
7637,T012,CULEX PIPIENS,23,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.991429,-87.747113,8,50650.911233307146,73.0,1.1199921445404557,8.0,78.5,67.0,-1.0,6.899999999999997,17.93021733438073,0.16365606179628284
7638,T012,CULEX PIPIENS/RESTUANS,33,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.991429,-87.747113,8,50650.96478596675,73.0,1.1198455295195706,8.0,78.5,67.0,-1.0,6.899999999999997,17.928524676004713,0.16363463804162956
7639,T013,CULEX PIPIENS,45,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.923738,-87.785288,8,50651.01832460733,73.0,1.119698952879581,8.0,78.5,67.0,-1.0,6.899999999999997,17.926832460732985,0.16361321989528904
7640,T013,CULEX PIPIENS/RESTUANS,79,1,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.923738,-87.785288,8,50651.071849234395,73.0,1.119552414605418,8.0,78.5,67.0,-1.0,6.899999999999997,17.925140688391572,0.16359180735505932
7641,T013,CULEX RESTUANS,17,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.923738,-87.785288,8,50651.12535985344,73.0,1.1194059146820203,8.0,78.5,67.0,-1.0,6.899999999999997,17.923449358806597,0.16357040041873963
7642,T017,CULEX PIPIENS/RESTUANS,16,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,41.960615999999995,-87.777189,8,50651.178856469975,73.0,1.1192594530943347,8.0,78.5,67.0,-1.0,6.899999999999997,17.921758471804264,0.16354899908413034
7643,T018,CULEX PIPIENS/RESTUANS,1,0,51060,78.5,67.0,73.0,9.55,5.0,10.05,1903,0.0,-1,53.45788043478261,8.0, ,0.0,29.295,42.010412,-87.66214000000002,8,50651.23233908948,73.0,1.1191130298273155,8.0,78.5,67.0,-1.0,6.899999999999997,17.920068027210885,0.16352760334903302
